,bias2,hidden_size,test_loss,train_loss,train_size,variance
70,0.7625164985656738,151.0,1.0295612483024599,0.7043625032901764,784.0,0.2670447528362274
71,0.7326127290725708,174.0,1.040387143421173,0.664625883102417,784.0,0.30777445435523987
72,0.6994352340698242,201.0,1.0446725956678387,0.6120104587078095,784.0,0.3452374041080475
73,0.6707329750061035,231.0,1.0554421649694443,0.5775962793827056,784.0,0.3847092390060425
74,0.6358494162559509,266.0,1.0725828014373777,0.5193998193740845,784.0,0.4367334246635437
75,0.5962389707565308,306.0,1.067268242824078,0.46506026983261106,784.0,0.4710293114185333
76,0.558319091796875,353.0,1.084466933619976,0.4046623659133911,784.0,0.5261478424072266
77,0.5210745930671692,406.0,1.083713402056694,0.3438344514369965,784.0,0.5626388192176819
78,0.494107186794281,468.0,1.0721294079899786,0.28783381342887876,784.0,0.5780221819877625
79,0.4512166380882263,538.0,1.0392061596393587,0.22720341831445695,784.0,0.5879895091056824
80,0.4170086979866028,620.0,0.9979841843128204,0.17977400302886962,784.0,0.5809754729270935
81,0.3966889977455139,714.0,0.9425238507688046,0.13654730066657067,784.0,0.5458348393440247
82,0.3787437081336975,822.0,0.8856028006076814,0.10363611400127411,784.0,0.5068590641021729
83,0.3677685558795929,946.0,0.8192681327462197,0.08108841836452484,784.0,0.4514995515346527
84,0.3522918224334717,1089.0,0.7533575105905532,0.062149232476949694,784.0,0.4010657072067261
85,0.34162822365760803,1254.0,0.6954829229831699,0.04946819387376308,784.0,0.3538546860218048
86,0.33180615305900574,1444.0,0.6462357847392559,0.04008667998015881,784.0,0.3144296109676361
87,0.3323415219783783,1663.0,0.607581265348196,0.033356416039168835,784.0,0.2752397358417511
88,0.32442939281463623,1915.0,0.575175269472599,0.02920493993908167,784.0,0.25074589252471924
89,0.3187418580055237,2204.0,0.5416230173707007,0.02545149203389883,784.0,0.22288115322589874
90,0.3149150609970093,2538.0,0.5165941004693508,0.022434227056801318,784.0,0.201679065823555
91,0.3204326629638672,2922.0,0.5028152414500715,0.019971463941037656,784.0,0.18238259851932526
92,0.3102789521217346,3365.0,0.478398473072052,0.018910128101706506,784.0,0.16811951994895935
93,0.31377333402633667,3874.0,0.4697451024949549,0.017142316326498985,784.0,0.15597178041934967
94,0.30986708402633667,4461.0,0.4551378630638122,0.016274819262325765,784.0,0.14527074992656708
95,0.3039819598197937,5136.0,0.44001482334733005,0.015137238875031472,784.0,0.136032834649086
96,0.30402451753616333,5914.0,0.4325182376772167,0.014582394771277905,784.0,0.12849374115467072
97,0.3031293451786041,6809.0,0.4249409957051278,0.013883362263441086,784.0,0.1218116506934166
98,0.3039056956768036,7840.0,0.42022081429660324,0.013460922297090292,784.0,0.11631511896848679
